ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
GEC,2020-03-20,2020-07-16,"[6, 12, 17, 22, 35, 43, 49, 56, 60, 69, 78, 91]","[7, 12]","['2020-03-30', '2020-04-07', '2020-04-15', '2020-04-22', '2020-05-11', '2020-05-21', '2020-06-01', '2020-06-10', '2020-06-16', '2020-06-29', '2020-07-13', '2020-07-30']","['2020-07-27', '2020-08-03']","[1.4749999999999999, 0.0, 0.4166666666666667, 0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",37,31,2020-08-12,100,19,0.006657289334549482,2.650000095367432,F
GECC,2020-07-13,2020-06-11,[12],"[7, 23, 36]",['2020-07-29'],"['2020-06-22', '2020-07-15', '2020-08-03']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.5999999999999999, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",26,28,2020-08-12,22,43,0.0066331798578763024,4.769999980926514,F
GECCN,2020-05-27,2019-08-14,"[15, 27, 36, 42, 48]","[21, 36, 45, 54, 59, 64, 70, 77, 87, 93, 102, 114, 120, 136, 150, 161, 167, 175, 183, 208, 212, 222, 228, 236, 245]","['2020-06-17', '2020-07-06', '2020-07-17', '2020-07-27', '2020-08-04']","['2019-09-13', '2019-10-04', '2019-10-17', '2019-10-30', '2019-11-06', '2019-11-13', '2019-11-21', '2019-12-03', '2019-12-17', '2019-12-26', '2020-01-09', '2020-01-28', '2020-02-05', '2020-02-28', '2020-03-19', '2020-04-03', '2020-04-14', '2020-04-24', '2020-05-06', '2020-06-11', '2020-06-17', '2020-07-01', '2020-07-10', '2020-07-22', '2020-08-04']","[2.4, 1.0, 1.0, 0.2, 0.2, 0.2, 0.4, 0.0]","[1.456, 0.08, 0.52, 0.24, 0.24, 0.16, 0.12, 0.0]",22,27,2020-08-12,54,251,0.029251153982397186,20.27899932861328,F
GENY,2020-07-21,2019-08-05,[12],"[15, 20, 26, 41, 45, 56, 69, 77, 84, 90, 103, 120, 124, 129, 145, 156, 168, 179, 188, 196, 215, 226, 237, 245]",['2020-08-06'],"['2019-08-26', '2019-09-03', '2019-09-11', '2019-10-02', '2019-10-08', '2019-10-23', '2019-11-11', '2019-11-21', '2019-12-03', '2019-12-11', '2019-12-31', '2020-01-27', '2020-01-31', '2020-02-07', '2020-03-03', '2020-03-18', '2020-04-03', '2020-04-21', '2020-05-04', '2020-05-14', '2020-06-11', '2020-06-26', '2020-07-14', '2020-07-24']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.4625000000000001, 0.125, 0.4166666666666667, 0.3333333333333333, 0.25, 0.125, 0.16666666666666666, 0.0]",40,32,2020-08-12,16,258,0.022197480823234292,47.099998474121094,F
GGAL,2020-07-06,2020-07-02,"[5, 15, 21]","[12, 21]","['2020-07-13', '2020-07-27', '2020-08-04']","['2020-07-21', '2020-08-03']","[2.3, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",44,40,2020-08-12,27,28,0.023858184712907373,11.460000038146973,F
GHIV,2020-05-04,2020-06-29,"[23, 41, 51, 56, 60]","[12, 23]","['2020-06-05', '2020-07-01', '2020-07-16', '2020-07-23', '2020-07-29']","['2020-07-16', '2020-07-31']","[1.4400000000000002, 0.8, 0.4, 0.2, 0.2, 0.2, 0.2, 0.0]","[1.3, 1.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0]",7,4,2020-08-12,70,31,0.006313687926820975,10.833000183105467,F
GHIVU,2020-06-19,2020-04-21,"[7, 21]","[4, 21, 30, 56, 60, 71, 76]","['2020-06-30', '2020-07-21']","['2020-04-27', '2020-05-20', '2020-06-03', '2020-07-10', '2020-07-16', '2020-07-31', '2020-08-07']","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.6428571428571428, 0.8571428571428571, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0]",13,11,2020-08-12,37,79,0.0071835317478259105,11.0,F
GHSI,2020-05-22,2020-07-02,"[11, 15, 21, 34, 40]","[7, 21]","['2020-06-09', '2020-06-15', '2020-06-23', '2020-07-13', '2020-07-21']","['2020-07-14', '2020-08-03']","[1.52, 1.0, 0.4, 0.4, 0.2, 0.2, 0.0, 0.2]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",33,36,2020-08-12,56,28,0.0008498341033976461,0.4160000085830689,T
GIGE,2020-05-12,2020-02-28,"[20, 29, 42, 48, 59]","[12, 45, 53, 61, 72, 84, 94, 102]","['2020-06-10', '2020-06-23', '2020-07-13', '2020-07-21', '2020-08-05']","['2020-03-17', '2020-05-04', '2020-05-14', '2020-05-27', '2020-06-11', '2020-06-29', '2020-07-14', '2020-07-24']","[1.4400000000000002, 0.8, 0.4, 0.2, 0.2, 0.2, 0.2, 0.0]","[1.6500000000000001, 0.75, 0.625, 0.125, 0.125, 0.125, 0.375, 0.0]",25,29,2020-08-12,64,115,0.012969033402418294,26.45000076293945,F
GLDD,2020-06-08,2020-07-10,"[6, 17, 28, 36]",[15],"['2020-06-16', '2020-07-01', '2020-07-17', '2020-07-29']",['2020-07-31'],"[1.55, 1.0, 0.5, 0.0, 0.25, 0.0, 0.25, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",38,40,2020-08-12,46,23,0.010602632948697758,10.350000381469727,F
GLG,2020-07-06,2020-06-17,[7],[7],['2020-07-15'],['2020-06-26'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",32,29,2020-08-12,27,39,0.0053632042179736356,3.900000095367432,F
GLNG,2020-02-20,2020-02-27,"[8, 24, 42, 49, 55, 63, 75, 81, 92, 101, 111]","[12, 17, 28, 48, 55, 75, 84, 95, 108]","['2020-03-03', '2020-03-25', '2020-04-21', '2020-04-30', '2020-05-08', '2020-05-20', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-15', '2020-07-29']","['2020-03-16', '2020-03-23', '2020-04-07', '2020-05-06', '2020-05-15', '2020-06-15', '2020-06-26', '2020-07-14', '2020-07-31']","[1.5181818181818179, 0.0, 0.5454545454545454, 0.18181818181818182, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091]","[1.8777777777777778, 0.0, 0.5555555555555556, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111, 0.4444444444444444, 0.1111111111111111]",39,40,2020-08-12,121,116,0.014843223349691091,9.869999885559082,F
GLUU,2020-05-20,2020-06-12,"[7, 14, 30, 36, 42, 52]","[8, 24, 28]","['2020-06-01', '2020-06-10', '2020-07-02', '2020-07-13', '2020-07-21', '2020-08-04']","['2020-06-24', '2020-07-17', '2020-07-23']","[2.05, 0.8333333333333334, 0.5, 0.16666666666666666, 0.5, 0.0, 0.16666666666666666, 0.0]","[1.7999999999999998, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0]",44,37,2020-08-12,58,42,0.01370944495295079,7.579999923706055,F
GLYC,2020-06-29,2020-04-03,"[7, 15]","[7, 28, 36, 48, 54]","['2020-07-09', '2020-07-21']","['2020-04-15', '2020-05-14', '2020-05-27', '2020-06-12', '2020-06-22']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.18, 1.0, 0.6, 0.0, 0.4, 0.2, 0.4, 0.0]",44,39,2020-08-12,31,90,0.006854956346925241,3.75,F
GMHI,2020-05-12,2020-07-23,"[25, 30, 36, 42, 49, 60]",[7],"['2020-06-17', '2020-06-24', '2020-07-02', '2020-07-13', '2020-07-22', '2020-08-06']",['2020-08-03'],"[2.3166666666666664, 0.8333333333333334, 0.6666666666666666, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",22,21,2020-08-12,64,14,0.006714309882730662,10.699999809265137,F
GMHIU,2020-06-30,2020-03-12,[14],"[5, 45, 55, 88, 98]",['2020-07-21'],"['2020-03-19', '2020-05-15', '2020-06-01', '2020-07-17', '2020-07-31']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.4000000000000001, 0.4, 0.2, 0.6, 0.2, 0.2, 0.0, 0.4]",19,32,2020-08-12,30,106,0.016977490407776734,10.65999984741211,F
GNLN,2020-06-30,2020-07-23,"[14, 21]",[7],"['2020-07-21', '2020-07-30']",['2020-08-03'],"[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",24,28,2020-08-12,30,14,0.006856947237580792,3.25,F
GNMA,2020-05-12,2020-06-29,"[12, 17, 21, 25, 35, 43]",[14],"['2020-05-29', '2020-06-05', '2020-06-11', '2020-06-17', '2020-07-01', '2020-07-14']",['2020-07-20'],"[1.6666666666666667, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",41,32,2020-08-12,64,31,0.00383349618093601,51.209999084472656,F
GNRS,2020-06-08,2020-06-25,"[7, 11, 40]",[5],"['2020-06-17', '2020-06-23', '2020-08-04']",['2020-07-02'],"[1.2000000000000002, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",6,3,2020-08-12,46,33,0.003550962598904133,9.800000190734863,F
GOGL,2019-11-29,2020-05-13,"[7, 18, 45, 50, 55, 63, 84, 95, 104, 119, 132, 138, 149, 158, 166]","[11, 42, 50]","['2019-12-10', '2019-12-26', '2020-02-05', '2020-02-12', '2020-02-20', '2020-03-03', '2020-04-01', '2020-04-17', '2020-04-30', '2020-05-21', '2020-06-10', '2020-06-18', '2020-07-06', '2020-07-17', '2020-07-29']","['2020-05-29', '2020-07-14', '2020-07-24']","[1.4266666666666667, 0.2, 0.4, 0.26666666666666666, 0.26666666666666666, 0.06666666666666667, 0.13333333333333333, 0.06666666666666667]","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",35,37,2020-08-12,176,63,0.006277509498598924,4.1599998474121085,F
GOSS,2020-06-05,2020-07-13,"[12, 20, 30]",[15],"['2020-06-23', '2020-07-06', '2020-07-20']",['2020-08-03'],"[1.7999999999999998, 1.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",36,40,2020-08-12,47,22,0.0188071416465218,14.289999961853027,F
GPAQ,2020-06-10,2020-06-05,[5],[15],['2020-06-17'],['2020-06-26'],"[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22,27,2020-07-01,15,18,0.04110141575714056,12.0,F
GPOR,2020-06-16,2020-07-20,"[27, 35]",[9],"['2020-07-24', '2020-08-05']",['2020-07-31'],"[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32,32,2020-08-12,40,17,0.0044608303614436014,0.8799999952316284,F
GPP,2019-12-17,2020-05-14,"[6, 22, 28, 35, 42, 51, 70, 91, 111, 118, 125, 136, 144, 152]","[30, 35, 54]","['2019-12-26', '2020-01-21', '2020-01-29', '2020-02-07', '2020-02-19', '2020-03-03', '2020-03-30', '2020-04-29', '2020-05-28', '2020-06-08', '2020-06-17', '2020-07-02', '2020-07-15', '2020-07-27']","['2020-06-26', '2020-07-06', '2020-07-31']","[1.457142857142857, 0.14285714285714285, 0.35714285714285715, 0.21428571428571427, 0.35714285714285715, 0.21428571428571427, 0.07142857142857142, 0.0]","[2.1333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]",34,31,2020-08-12,164,62,0.013907953835065151,8.310000419616701,F
GRBK,2020-06-23,2020-04-23,"[5, 10, 21, 30]","[25, 35, 45, 56, 69]","['2020-06-30', '2020-07-08', '2020-07-23', '2020-08-05']","['2020-05-29', '2020-06-12', '2020-06-26', '2020-07-14', '2020-07-31']","[1.95, 1.0, 0.5, 0.75, 0.25, 0.0, 0.0, 0.25]","[1.8800000000000001, 0.6, 0.4, 0.6, 0.4, 0.2, 0.0, 0.0]",45,39,2020-08-12,35,77,0.016870182033729243,14.989999771118164,F
GRFS,2020-06-05,2020-05-28,"[10, 20, 30]","[7, 12, 24, 29, 40]","['2020-06-19', '2020-07-06', '2020-07-20']","['2020-06-08', '2020-06-15', '2020-07-01', '2020-07-09', '2020-07-24']","[1.2999999999999998, 1.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.7399999999999998, 1.0, 0.4, 0.2, 0.2, 0.4, 0.4, 0.0]",30,38,2020-08-12,47,53,0.013287984273240063,18.299999237060547,F
GRIL,2020-05-12,2020-06-19,"[4, 10, 21, 30, 49, 55]","[16, 24, 33]","['2020-05-18', '2020-05-27', '2020-06-11', '2020-06-24', '2020-07-22', '2020-07-30']","['2020-07-14', '2020-07-24', '2020-08-06']","[1.633333333333333, 0.6666666666666666, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666]","[1.5333333333333332, 1.0, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]",12,14,2020-08-12,64,37,0.0077733306659972514,2.630000114440918,F
GRIN,2020-06-19,2020-07-14,"[5, 14, 22, 30]",[14],"['2020-06-26', '2020-07-10', '2020-07-22', '2020-08-03']",['2020-08-03'],"[1.475, 1.0, 0.25, 0.5, 0.25, 0.0, 0.0, 0.25]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",41,39,2020-08-12,37,21,0.02667875954196333,3.5199999809265137,F
GRNQ,2020-05-27,2020-07-07,"[14, 48]","[14, 21]","['2020-06-16', '2020-08-04']","['2020-07-27', '2020-08-05']","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",33,40,2020-08-12,54,26,0.006440851973275899,0.8109999895095825,F
GRNV,2020-07-06,2020-02-28,"[15, 20]","[16, 77, 93]","['2020-07-27', '2020-08-03']","['2020-03-23', '2020-06-18', '2020-07-13']","[1.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.3, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",9,8,2020-08-12,27,115,0.0022004895217720933,10.0600004196167,T
GRNVU,2020-06-10,2019-12-18,[21],"[8, 42, 48, 57, 103, 140, 149]",['2020-07-10'],"['2019-12-31', '2020-02-20', '2020-02-28', '2020-03-12', '2020-05-18', '2020-07-10', '2020-07-23']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5285714285714282, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0]",7,9,2020-08-12,44,163,0.004198889612481304,10.489999771118164,F
GROW,2020-05-14,2019-09-06,"[16, 24, 36, 46, 55]","[39, 70, 89, 107, 112, 120, 132, 136, 144, 172, 180, 193, 203, 211]","['2020-06-08', '2020-06-18', '2020-07-07', '2020-07-21', '2020-08-03']","['2019-10-31', '2019-12-16', '2020-01-14', '2020-02-10', '2020-02-18', '2020-02-28', '2020-03-17', '2020-03-23', '2020-04-02', '2020-05-13', '2020-05-26', '2020-06-12', '2020-06-26', '2020-07-09']","[1.4000000000000001, 0.8, 0.4, 0.2, 0.0, 0.4, 0.4, 0.2]","[1.457142857142857, 0.21428571428571427, 0.35714285714285715, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.2857142857142857, 0.07142857142857142]",35,31,2020-08-12,62,235,0.006414999970118604,3.359999895095825,F
GRPN,2020-02-06,2020-04-15,"[7, 35, 44, 57, 84, 91, 111]","[15, 21, 60, 66, 75]","['2020-02-18', '2020-03-27', '2020-04-09', '2020-04-29', '2020-06-08', '2020-06-17', '2020-07-16']","['2020-05-06', '2020-05-14', '2020-07-10', '2020-07-20', '2020-07-31']","[2.0142857142857142, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.5714285714285714, 0.0, 0.14285714285714285, 0.0]","[2.34, 0.6, 1.0, 0.6, 0.2, 0.0, 0.2, 0.0]",32,30,2020-08-12,130,83,0.0873104177215239,23.709999084472656,F
GRTS,2020-06-09,2020-05-14,"[12, 22, 42]","[12, 21, 32, 41]","['2020-06-25', '2020-07-10', '2020-08-07']","['2020-06-02', '2020-06-15', '2020-06-30', '2020-07-14']","[1.9999999999999998, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.625, 1.0, 0.5, 0.0, 0.25, 0.25, 0.25, 0.0]",35,36,2020-08-12,45,62,0.019115547009573262,3.5899999141693115,F
GRVY,2019-12-20,2020-07-24,"[6, 18, 35, 44, 56, 68, 87, 96, 105, 115, 126, 134, 139]",[5],"['2019-12-31', '2020-01-17', '2020-02-12', '2020-02-26', '2020-03-13', '2020-03-31', '2020-04-28', '2020-05-11', '2020-05-22', '2020-06-08', '2020-06-23', '2020-07-06', '2020-07-13']",['2020-07-31'],"[1.453846153846154, 0.0, 0.46153846153846156, 0.23076923076923078, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.0]","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",37,41,2020-08-12,161,13,0.1125380876004329,79.43000030517578,F
GSBC,2020-06-23,2020-05-14,"[5, 14]","[12, 21, 30, 38, 45, 54]","['2020-06-30', '2020-07-14']","['2020-06-02', '2020-06-15', '2020-06-26', '2020-07-09', '2020-07-20', '2020-07-31']","[1.8, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5]","[1.9333333333333333, 1.0, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]",32,37,2020-08-12,35,62,0.03837203906412006,40.2400016784668,F
GSIT,2020-04-29,2020-06-22,"[7, 20, 42, 59]","[12, 24, 28]","['2020-05-08', '2020-05-28', '2020-06-29', '2020-07-23']","['2020-07-09', '2020-07-27', '2020-07-31']","[1.625, 0.75, 0.25, 0.25, 0.5, 0.0, 0.0, 0.0]","[2.433333333333333, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0]",30,41,2020-08-12,73,36,0.010800611948273602,6.190000057220459,F
GSKY,2019-04-01,2019-01-23,"[20, 35, 52, 57, 80, 112, 116, 126, 130, 141, 147, 152, 159, 168, 185, 204, 213, 249, 259, 276, 287, 299, 313, 321, 331]","[14, 36, 42, 50, 79, 84, 100, 111, 119, 136, 142, 154, 160, 172, 180, 189, 200, 225, 243, 264, 286, 291, 302, 313, 329, 336, 340, 349, 362, 367, 372, 380]","['2019-04-30', '2019-05-21', '2019-06-14', '2019-06-21', '2019-07-25', '2019-09-10', '2019-09-16', '2019-09-30', '2019-10-04', '2019-10-21', '2019-10-29', '2019-11-05', '2019-11-14', '2019-11-27', '2019-12-23', '2020-01-22', '2020-02-04', '2020-03-26', '2020-04-09', '2020-05-05', '2020-05-20', '2020-06-08', '2020-06-26', '2020-07-09', '2020-07-23']","['2019-02-12', '2019-03-15', '2019-03-25', '2019-04-04', '2019-05-16', '2019-05-23', '2019-06-17', '2019-07-02', '2019-07-15', '2019-08-07', '2019-08-15', '2019-09-03', '2019-09-11', '2019-09-27', '2019-10-09', '2019-10-22', '2019-11-06', '2019-12-12', '2020-01-09', '2020-02-10', '2020-03-12', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-13', '2020-05-22', '2020-05-29', '2020-06-11', '2020-06-30', '2020-07-08', '2020-07-15', '2020-07-27']","[1.4040000000000004, 0.04, 0.44, 0.2, 0.28, 0.16, 0.12, 0.0]","[1.390625, 0.15625, 0.375, 0.25, 0.25, 0.15625, 0.1875, 0.0]",31,34,2020-08-12,345,392,0.017286744576624182,4.889999866485597,F
GT,2020-06-16,2020-05-29,"[13, 20, 24, 30]","[9, 16, 20, 28, 35, 45]","['2020-07-06', '2020-07-15', '2020-07-21', '2020-07-29']","['2020-06-11', '2020-06-22', '2020-06-26', '2020-07-09', '2020-07-20', '2020-08-03']","[1.5999999999999999, 1.0, 0.5, 0.5, 0.0, 0.25, 0.25, 0.25]","[1.6666666666666667, 1.0, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0]",33,38,2020-08-12,40,52,0.011775446951524004,9.84000015258789,F
GTEC,2020-06-11,2020-03-19,"[7, 16, 21, 39]","[17, 35, 52, 60, 93]","['2020-06-22', '2020-07-06', '2020-07-13', '2020-08-06']","['2020-04-14', '2020-05-08', '2020-06-03', '2020-06-15', '2020-07-31']","[1.875, 1.0, 0.5, 0.0, 0.5, 0.25, 0.0, 0.0]","[1.4799999999999998, 0.6, 0.4, 0.4, 0.2, 0.0, 0.2, 0.0]",28,24,2020-08-12,43,101,0.013964595514911813,2.900000095367432,F
GTIM,2020-04-17,2019-11-26,"[17, 21, 35, 41, 64]","[12, 31, 49, 63, 135, 157]","['2020-05-12', '2020-05-18', '2020-06-08', '2020-06-16', '2020-07-20']","['2019-12-13', '2020-01-13', '2020-02-07', '2020-02-28', '2020-06-11', '2020-07-14']","[1.44, 1.0, 0.2, 0.2, 0.4, 0.2, 0.0, 0.0]","[1.6500000000000001, 0.5, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]",35,28,2020-08-12,81,178,0.002489117714910169,1.1699999570846558,T
GTYH,2020-05-28,2020-05-22,"[9, 20, 24, 42]","[15, 21, 35, 52]","['2020-06-10', '2020-06-25', '2020-07-01', '2020-07-28']","['2020-06-15', '2020-06-23', '2020-07-14', '2020-08-06']","[2.0999999999999996, 1.0, 0.75, 0.25, 0.25, 0.25, 0.25, 0.0]","[2.1, 0.75, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",40,36,2020-08-12,53,56,0.0103639471168569,3.619999885559082,F
GURE,2020-07-15,2020-07-27,"[7, 13]",[7],"['2020-07-24', '2020-08-03']",['2020-08-05'],"[1.45, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",33,26,2020-08-12,20,12,0.008615684180566931,6.050000190734862,F
GWGH,2020-06-23,2020-06-29,"[16, 24]","[7, 12, 20]","['2020-07-16', '2020-07-28']","['2020-07-09', '2020-07-16', '2020-07-28']","[1.6, 1.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0]","[1.8333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",31,37,2020-08-12,35,31,0.014150789184073963,7.579999923706055,F
GWPH,2020-06-10,2020-04-15,"[7, 18, 24, 28, 39]","[12, 31, 36, 42, 51, 70, 75, 80]","['2020-06-19', '2020-07-07', '2020-07-15', '2020-07-21', '2020-08-05']","['2020-05-01', '2020-05-29', '2020-06-05', '2020-06-15', '2020-06-26', '2020-07-24', '2020-07-31', '2020-08-07']","[1.98, 1.0, 0.6, 0.0, 0.4, 0.2, 0.2, 0.0]","[1.9500000000000002, 0.75, 0.625, 0.375, 0.25, 0.125, 0.25, 0.0]",41,44,2020-08-12,44,83,0.1830922144343453,109.0,F
GXGX,2020-03-25,2020-02-18,"[10, 30, 38, 48, 54, 81, 85, 91]","[22, 42, 59, 77, 91, 105, 110, 120]","['2020-04-08', '2020-05-07', '2020-05-19', '2020-06-03', '2020-06-11', '2020-07-21', '2020-07-27', '2020-08-04']","['2020-03-19', '2020-04-17', '2020-05-12', '2020-06-08', '2020-06-26', '2020-07-17', '2020-07-24', '2020-08-07']","[1.475, 1.0, 0.5, 0.375, 0.125, 0.125, 0.125, 0.0]","[2.0, 0.625, 0.375, 0.375, 0.5, 0.125, 0.125, 0.0]",16,20,2020-08-12,97,123,0.0034257317750047487,10.329999923706056,F
GXTG,2020-06-29,2020-07-01,"[7, 13, 24]","[6, 14]","['2020-07-13', '2020-07-21', '2020-08-05']","['2020-07-14', '2020-07-24']","[1.8666666666666667, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",18,18,2020-08-12,29,27,0.020058103507504064,35.150001525878906,F
HA,2020-07-01,2020-07-09,"[9, 15]",[15],"['2020-07-15', '2020-07-23']",['2020-07-30'],"[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",37,38,2020-08-12,29,24,0.02329483707450937,13.770000457763672,F
HAIN,2020-01-16,2020-06-05,"[9, 15, 24, 31, 41, 55, 70, 81, 93, 99, 108, 119]","[6, 15, 21, 26, 30]","['2020-01-30', '2020-02-07', '2020-02-21', '2020-03-03', '2020-03-17', '2020-04-06', '2020-04-28', '2020-05-13', '2020-06-01', '2020-06-09', '2020-06-22', '2020-07-08']","['2020-06-15', '2020-06-26', '2020-07-07', '2020-07-14', '2020-07-20']","[1.4583333333333335, 0.08333333333333333, 0.5833333333333334, 0.25, 0.16666666666666666, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333]","[1.8399999999999999, 1.0, 0.8, 0.4, 0.2, 0.0, 0.0, 0.0]",35,37,2020-08-12,144,47,0.0205959847670344,33.529998779296875,F
HALL,2020-01-02,2020-04-21,"[12, 24, 57, 70, 81, 99, 109, 114, 124, 132, 140]","[17, 21, 28, 36, 47, 53, 72]","['2020-01-21', '2020-02-06', '2020-03-25', '2020-04-14', '2020-04-29', '2020-05-26', '2020-06-09', '2020-06-16', '2020-06-30', '2020-07-13', '2020-07-23']","['2020-05-14', '2020-05-20', '2020-06-01', '2020-06-11', '2020-06-26', '2020-07-07', '2020-08-03']","[1.590909090909091, 0.18181818181818182, 0.6363636363636364, 0.18181818181818182, 0.18181818181818182, 0.09090909090909091, 0.2727272727272727, 0.0]","[1.6142857142857143, 1.0, 0.42857142857142855, 0.0, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0]",38,37,2020-08-12,154,79,0.015617028410366685,3.740000009536743,F
