,ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
344,INOD,2019-12-03,2020-05-07,"[12, 36, 46, 53, 64, 104, 119, 156]","[16, 24, 35, 50, 55]","['2019-12-19', '2020-01-27', '2020-02-10', '2020-02-20', '2020-03-06', '2020-05-04', '2020-05-26', '2020-07-17']","['2020-06-01', '2020-06-11', '2020-06-26', '2020-07-20', '2020-07-27']","[1.275, 0.625, 0.375, 0.0, 0.125, 0.25, 0.375, 0.0]","[1.6400000000000003, 0.8, 0.2, 0.6, 0.2, 0.4, 0.2, 0.2]",23,30,2020-08-12,174,67,0.0023284565714128827,1.5399999618530271,T
345,INPX,2020-06-16,2020-01-13,"[5, 27]","[14, 24, 32, 45, 57, 77, 82, 105, 121, 126, 134, 139, 144]","['2020-06-23', '2020-07-24']","['2020-02-03', '2020-02-18', '2020-02-28', '2020-03-18', '2020-04-03', '2020-05-04', '2020-05-11', '2020-06-12', '2020-07-07', '2020-07-14', '2020-07-24', '2020-07-31', '2020-08-07']","[1.4, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5]","[1.5153846153846153, 0.07692307692307693, 0.46153846153846156, 0.15384615384615385, 0.3076923076923077, 0.23076923076923078, 0.15384615384615385, 0.0]",38,39,2020-08-12,40,147,0.004460874238604039,1.5800000429153442,F
355,INWK,2020-05-18,2020-07-08,"[7, 15, 21, 31, 41, 54]",[15],"['2020-05-28', '2020-06-09', '2020-06-17', '2020-07-01', '2020-07-16', '2020-08-04']",['2020-07-29'],"[1.5833333333333335, 1.0, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",34,32,2020-08-12,60,25,0.008645055418602216,2.8299999237060547,F
360,IPDN,2019-03-19,2019-09-03,"[20, 30, 39, 47, 63, 69, 80, 87, 105, 113, 117, 123, 131, 148, 160, 165, 170, 323, 332, 336, 341, 349]","[7, 27, 35, 60, 217, 231]","['2019-04-16', '2019-05-01', '2019-05-14', '2019-05-24', '2019-06-18', '2019-06-26', '2019-07-12', '2019-07-23', '2019-08-16', '2019-08-28', '2019-09-04', '2019-09-12', '2019-09-24', '2019-10-17', '2019-11-04', '2019-11-11', '2019-11-18', '2020-06-29', '2020-07-13', '2020-07-17', '2020-07-24', '2020-08-05']","['2019-09-12', '2019-10-10', '2019-10-22', '2019-11-26', '2020-07-14', '2020-08-03']","[1.1454545454545455, 0.09090909090909091, 0.45454545454545453, 0.3181818181818182, 0.13636363636363635, 0.13636363636363635, 0.045454545454545456, 0.0]","[2.4666666666666663, 0.6666666666666666, 0.5, 0.3333333333333333, 0.6666666666666666, 0.0, 0.16666666666666666, 0.0]",27,27,2020-08-12,354,238,0.014696512517708354,1.309999942779541,F
370,IRIX,2020-07-07,2020-06-26,"[10, 14]",[12],"['2020-07-21', '2020-07-27']",['2020-07-15'],"[1.55, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",39,38,2020-08-12,26,32,0.007850829100126345,2.369999885559082,F
381,ISIG,2019-11-06,2020-04-21,"[44, 60, 65, 69, 91, 124, 147, 170]","[5, 12, 19, 30, 42, 49, 54, 71]","['2020-01-10', '2020-02-04', '2020-02-11', '2020-02-18', '2020-03-19', '2020-05-06', '2020-06-09', '2020-07-13']","['2020-04-28', '2020-05-07', '2020-05-18', '2020-06-03', '2020-06-19', '2020-06-30', '2020-07-08', '2020-07-31']","[1.4375, 0.5, 0.375, 0.375, 0.25, 0.0, 0.125, 0.0]","[1.6375, 0.875, 0.5, 0.25, 0.25, 0.0, 0.125, 0.125]",25,32,2020-08-12,192,79,0.003415972644419041,0.8399999737739563,F
392,ITRM,2020-05-19,2020-07-02,"[7, 13, 24, 33, 43]","[7, 21]","['2020-05-29', '2020-06-08', '2020-06-23', '2020-07-07', '2020-07-21']","['2020-07-14', '2020-08-03']","[1.4400000000000002, 1.0, 0.4, 0.0, 0.2, 0.2, 0.2, 0.2]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",39,36,2020-08-12,59,28,0.0063291719061190745,0.8899999856948853,F
401,IZEA,2020-05-06,2020-06-03,"[6, 13, 25, 35, 46, 63]","[18, 28, 36]","['2020-05-14', '2020-05-26', '2020-06-11', '2020-06-25', '2020-07-13', '2020-08-05']","['2020-06-29', '2020-07-14', '2020-07-24']","[1.5499999999999998, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666]","[1.9999999999999998, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",37,33,2020-08-12,68,49,0.007721438590803996,1.399999976158142,F
403,JAGX,2020-06-10,2020-05-27,"[7, 21, 27, 40]","[7, 23, 40, 45]","['2020-06-19', '2020-07-10', '2020-07-20', '2020-08-06']","['2020-06-05', '2020-06-29', '2020-07-23', '2020-07-30']","[2.0500000000000003, 1.0, 0.5, 0.25, 0.5, 0.25, 0.0, 0.0]","[1.425, 1.0, 0.25, 0.5, 0.25, 0.25, 0.0, 0.0]",45,36,2020-08-12,44,54,0.002111169299597469,0.6389999985694885,T
433,KBSF,2020-07-13,2020-05-19,[12],"[21, 27, 32, 36, 42, 52]",['2020-07-29'],"['2020-06-18', '2020-06-26', '2020-07-06', '2020-07-10', '2020-07-20', '2020-08-03']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.85, 0.8333333333333334, 0.6666666666666666, 0.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]",41,37,2020-08-12,22,59,0.007212817474825929,2.450000047683716,F
446,KGJI,2020-06-11,2020-04-21,"[18, 28]","[25, 36, 67, 72]","['2020-07-08', '2020-07-22']","['2020-05-27', '2020-06-11', '2020-07-27', '2020-08-03']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.55, 1.0, 0.5, 0.25, 0.0, 0.25, 0.5, 0.0]",25,18,2020-08-12,43,79,0.0060776353783026215,0.4099999964237213,F
461,KOPN,2020-07-13,2020-07-24,[15],[7],['2020-08-03'],['2020-08-04'],"[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",23,28,2020-08-12,22,13,0.004743650277886057,1.600000023841858,F
462,KOSS,2020-07-09,2020-07-15,"[12, 18]",[12],"['2020-07-27', '2020-08-04']",['2020-07-31'],"[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",32,29,2020-08-12,24,20,0.00826083085345712,2.0999999046325684,F
473,KTOV,2020-06-29,2019-05-28,"[15, 21, 25]","[7, 39, 43, 58, 63, 75, 83, 87, 108, 115, 138, 142, 160, 168, 179, 191, 216, 227, 238, 255, 264, 280, 285, 293]","['2020-07-21', '2020-07-29', '2020-08-04']","['2019-06-06', '2019-07-23', '2019-07-29', '2019-08-19', '2019-08-26', '2019-09-12', '2019-09-24', '2019-09-30', '2019-10-29', '2019-11-07', '2019-12-11', '2019-12-17', '2020-01-14', '2020-01-27', '2020-02-11', '2020-02-28', '2020-04-03', '2020-04-21', '2020-05-06', '2020-06-01', '2020-06-12', '2020-07-07', '2020-07-14', '2020-07-24']","[2.1333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.3875000000000002, 0.08333333333333333, 0.4583333333333333, 0.25, 0.20833333333333334, 0.20833333333333334, 0.16666666666666666, 0.0]",29,33,2020-08-12,31,306,0.003780290341543182,0.75,F
477,KXIN,2020-07-08,2020-03-19,"[10, 15, 21]","[28, 41, 49, 60, 69, 80]","['2020-07-22', '2020-07-29', '2020-08-06']","['2020-04-29', '2020-05-18', '2020-05-29', '2020-06-15', '2020-06-26', '2020-07-14']","[2.1333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.65, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]",30,33,2020-08-12,25,101,0.004838182815636582,1.0299999713897705,F
506,LEDS,2020-07-16,2020-07-07,[15],"[5, 15]",['2020-08-06'],"['2020-07-14', '2020-07-28']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.75, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5]",40,30,2020-08-12,19,26,0.013723773252389316,3.4300000667572017,F
528,LIVX,2020-05-14,2020-04-28,"[14, 24, 35, 46, 56]","[12, 22, 31, 42, 53, 65, 70]","['2020-06-04', '2020-06-18', '2020-07-06', '2020-07-21', '2020-08-04']","['2020-05-14', '2020-05-29', '2020-06-11', '2020-06-26', '2020-07-14', '2020-07-30', '2020-08-06']","[2.06, 0.8, 0.2, 0.2, 0.6, 0.4, 0.2, 0.0]","[1.4285714285714284, 0.8571428571428571, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0]",30,37,2020-08-12,62,74,0.009076086116268409,2.7899999618530287,F
530,LJPC,2020-07-07,2020-04-23,"[8, 21]","[7, 15, 25, 36, 48, 56, 65]","['2020-07-17', '2020-08-05']","['2020-05-04', '2020-05-14', '2020-05-29', '2020-06-15', '2020-07-01', '2020-07-14', '2020-07-27']","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]","[1.9285714285714284, 0.8571428571428571, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0]",35,38,2020-08-12,26,77,0.008278939606106766,3.5399999618530287,F
532,LKCO,2020-07-21,2020-05-12,[7],"[12, 21, 45, 53]",['2020-07-30'],"['2020-05-29', '2020-06-11', '2020-07-16', '2020-07-28']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.025, 1.0, 0.75, 0.25, 0.25, 0.0, 0.25, 0.0]",33,33,2020-08-12,16,64,0.0033228729813083928,0.5960000157356262,F
535,LLEX,2020-06-16,2020-03-23,"[5, 21]","[7, 12, 21, 48, 58, 76, 92]","['2020-06-23', '2020-07-16']","['2020-04-01', '2020-04-08', '2020-04-22', '2020-06-01', '2020-06-15', '2020-07-10', '2020-08-03']","[2.4, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5]","[1.5857142857142859, 0.8571428571428571, 0.42857142857142855, 0.0, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0]",34,34,2020-08-12,40,99,0.00143443581196095,0.025599999353289604,T
536,LLIT,2020-04-15,2020-05-13,"[8, 15, 21, 40, 47, 56]","[15, 32, 42]","['2020-04-27', '2020-05-06', '2020-05-14', '2020-06-11', '2020-06-22', '2020-07-06']","['2020-06-04', '2020-06-29', '2020-07-14']","[1.6166666666666665, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.0]","[2.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",29,32,2020-08-12,83,63,0.002374087902827199,0.4900000095367432,T
540,LMFA,2020-07-22,2020-06-29,"[7, 12]","[10, 15, 24]","['2020-07-31', '2020-08-07']","['2020-07-14', '2020-07-21', '2020-08-03']","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]","[1.9, 1.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",41,36,2020-08-12,15,31,0.01109791140442813,1.4600000381469729,F
559,LONE,2020-05-27,2020-06-11,"[8, 14, 39]","[18, 35]","['2020-06-08', '2020-06-16', '2020-07-22']","['2020-07-08', '2020-07-31']","[1.3666666666666667, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",31,25,2020-08-12,54,43,0.003318477565827219,0.3799999952316284,F
564,LPCN,2020-04-20,2020-06-12,"[5, 21, 25, 36, 45, 53, 63]",[21],"['2020-04-27', '2020-05-19', '2020-05-26', '2020-06-10', '2020-06-23', '2020-07-06', '2020-07-20']",['2020-07-14'],"[1.9428571428571426, 0.8571428571428571, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",30,32,2020-08-12,80,42,0.00418902587979341,2.0699999332427983,F
568,LPTH,2020-04-30,2019-11-08,"[6, 13, 21, 28, 43, 50, 66]","[8, 15, 76, 91, 98, 120, 140, 152, 168, 177, 187]","['2020-05-08', '2020-05-19', '2020-06-01', '2020-06-10', '2020-07-01', '2020-07-13', '2020-08-04']","['2019-11-20', '2019-12-02', '2020-03-02', '2020-03-23', '2020-04-01', '2020-05-04', '2020-06-02', '2020-06-18', '2020-07-13', '2020-07-24', '2020-08-07']","[1.4285714285714286, 0.8571428571428571, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.0, 0.0, 0.14285714285714285]","[1.6636363636363636, 0.09090909090909091, 0.36363636363636365, 0.2727272727272727, 0.36363636363636365, 0.36363636363636365, 0.18181818181818182, 0.0]",28,27,2020-08-12,72,190,0.013751953938383951,2.9000000953674316,F
569,LPTX,2020-05-12,2019-11-14,"[14, 21, 31, 48, 57]","[6, 21, 32, 42, 49, 84, 94, 105, 116, 143, 156, 160]","['2020-06-02', '2020-06-11', '2020-06-25', '2020-07-21', '2020-08-03']","['2019-11-22', '2019-12-16', '2020-01-02', '2020-01-16', '2020-01-28', '2020-03-18', '2020-04-01', '2020-04-17', '2020-05-04', '2020-06-11', '2020-06-30', '2020-07-07']","[1.98, 1.0, 0.6, 0.0, 0.4, 0.2, 0.2, 0.0]","[1.7666666666666668, 0.0, 0.5, 0.16666666666666666, 0.4166666666666667, 0.16666666666666666, 0.16666666666666666, 0.0]",33,28,2020-08-12,64,186,0.004834586605404507,1.9600000381469729,F
584,LTRPA,2020-06-23,2020-07-09,"[8, 15, 24]","[7, 11, 16, 21]","['2020-07-06', '2020-07-15', '2020-07-28']","['2020-07-20', '2020-07-24', '2020-07-31', '2020-08-07']","[1.7666666666666666, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]","[1.575, 1.0, 0.25, 0.0, 0.5, 0.25, 0.0, 0.0]",41,44,2020-08-12,35,24,0.007849139769911471,2.940000057220459,F
592,LWAY,2020-05-08,2020-05-14,"[7, 28, 35, 44, 54, 63]","[10, 20, 26, 31, 35, 42, 48]","['2020-05-19', '2020-06-18', '2020-06-29', '2020-07-13', '2020-07-27', '2020-08-07']","['2020-05-29', '2020-06-12', '2020-06-22', '2020-06-29', '2020-07-06', '2020-07-15', '2020-07-23']","[1.9833333333333334, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.6666666666666666, 0.0, 0.0, 0.0]","[1.5999999999999999, 1.0, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0]",39,37,2020-08-12,66,62,0.007211986102782113,3.3299999237060547,F
594,LXRX,2020-07-21,2020-07-09,[7],[21],['2020-07-30'],['2020-08-07'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",37,30,2020-08-12,16,24,0.0056060879589432564,1.8600000143051147,F
598,MACK,2020-06-03,2020-07-30,"[6, 12, 20, 24, 37, 42]",[5],"['2020-06-11', '2020-06-19', '2020-07-01', '2020-07-08', '2020-07-27', '2020-08-03']",['2020-08-06'],"[1.7999999999999998, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0]","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",38,34,2020-08-12,49,9,0.0044479241368061756,3.559999942779541,F
599,MAGS,2020-07-06,2020-06-22,"[9, 21]","[5, 9, 15, 21]","['2020-07-17', '2020-08-04']","['2020-06-29', '2020-07-06', '2020-07-14', '2020-07-22']","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.0749999999999997, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.25]",36,30,2020-08-12,27,36,0.00901606269875008,3.559999942779541,F
604,MARK,2020-05-12,2020-07-21,"[10, 15, 24, 28, 37, 50, 56]",[7],"['2020-05-27', '2020-06-03', '2020-06-16', '2020-06-22', '2020-07-06', '2020-07-23', '2020-07-31']",['2020-07-30'],"[1.5857142857142854, 0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",35,34,2020-08-12,64,16,0.008031636178295288,1.7599999904632568,F
605,MARPS,2020-07-06,2020-05-15,"[12, 17, 21]","[18, 28, 33]","['2020-07-22', '2020-07-29', '2020-08-04']","['2020-06-11', '2020-06-25', '2020-07-02']","[1.9999999999999998, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",36,33,2020-08-12,27,61,0.010001052588904418,2.220000028610229,F
612,MBII,2020-04-17,2020-02-03,"[7, 20, 36]","[32, 63, 70, 79, 90, 99, 112]","['2020-04-28', '2020-05-15', '2020-06-09']","['2020-03-19', '2020-05-04', '2020-05-13', '2020-05-27', '2020-06-11', '2020-06-24', '2020-07-14']","[1.8333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.7142857142857142, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.0, 0.0]",32,22,2020-08-12,81,133,0.002715497654744085,1.3799999952316284,F
616,MBIO,2020-06-29,2020-03-23,"[14, 24]","[7, 12, 28, 40, 60, 65, 72, 78, 91]","['2020-07-20', '2020-08-03']","['2020-04-01', '2020-04-08', '2020-05-01', '2020-05-19', '2020-06-17', '2020-06-24', '2020-07-06', '2020-07-14', '2020-07-31']","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]","[1.833333333333333, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.3333333333333333, 0.0]",32,40,2020-08-12,31,99,0.007155675174357687,3.0999999046325684,F
619,MBRX,2019-05-07,2020-05-01,"[16, 25, 32, 45, 65, 122, 132, 147, 189, 197, 208, 219, 233, 238, 245, 270, 280, 288, 300, 304]","[18, 35, 45, 50, 63]","['2019-05-30', '2019-06-12', '2019-06-21', '2019-07-11', '2019-08-08', '2019-10-29', '2019-11-12', '2019-12-04', '2020-02-05', '2020-02-18', '2020-03-04', '2020-03-19', '2020-04-08', '2020-04-16', '2020-04-27', '2020-06-02', '2020-06-16', '2020-06-26', '2020-07-15', '2020-07-21']","['2020-05-28', '2020-06-22', '2020-07-07', '2020-07-14', '2020-07-31']","[1.51, 0.1, 0.4, 0.35, 0.25, 0.3, 0.15, 0.05]","[2.1, 0.8, 0.6, 0.6, 0.4, 0.0, 0.0, 0.0]",29,28,2020-08-12,320,71,0.00422221412576861,0.9850000143051147,F
629,MCHX,2020-06-23,2020-02-13,"[6, 16, 21]","[24, 30, 35, 46, 55, 63, 67, 84, 93, 97, 117]","['2020-07-01', '2020-07-16', '2020-07-23']","['2020-03-19', '2020-03-27', '2020-04-03', '2020-04-21', '2020-05-04', '2020-05-14', '2020-05-20', '2020-06-15', '2020-06-26', '2020-07-02', '2020-07-31']","[1.7666666666666666, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[1.6636363636363636, 0.09090909090909091, 0.5454545454545454, 0.2727272727272727, 0.2727272727272727, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091]",39,39,2020-08-12,35,125,0.002113241489904727,1.7599999904632568,T
634,MDCA,2020-04-20,2020-01-14,"[7, 14, 25, 35, 48, 57, 74]","[13, 30, 46, 56, 64, 84, 112, 130]","['2020-04-29', '2020-05-08', '2020-05-26', '2020-06-09', '2020-06-26', '2020-07-10', '2020-08-04']","['2020-02-03', '2020-02-27', '2020-03-20', '2020-04-03', '2020-04-16', '2020-05-14', '2020-06-24', '2020-07-21']","[1.757142857142857, 0.8571428571428571, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.0]","[1.625, 0.5, 0.25, 0.25, 0.375, 0.375, 0.125, 0.125]",35,28,2020-08-12,80,146,0.0044459923983599355,2.1199998855590816,F
636,MDGS,2020-04-24,2020-06-12,"[5, 12, 20, 30, 36, 40, 58, 63, 71]","[21, 28, 32]","['2020-05-01', '2020-05-12', '2020-05-22', '2020-06-08', '2020-06-16', '2020-06-22', '2020-07-17', '2020-07-24', '2020-08-05']","['2020-07-14', '2020-07-23', '2020-07-29']","[1.3777777777777775, 0.0, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111]","[2.033333333333333, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",49,37,2020-08-12,76,42,0.005695192452060218,1.5299999713897705,F
638,MDJH,2020-07-07,2020-07-17,"[14, 21]",[14],"['2020-07-27', '2020-08-05']",['2020-08-06'],"[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",35,49,2020-08-12,26,18,0.01620133885588994,3.3399999141693115,F
640,MDRR,2020-07-13,2020-07-08,"[6, 14]",[12],"['2020-07-21', '2020-07-31']",['2020-07-24'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",37,32,2020-08-12,22,25,0.004378207703027738,1.5499999523162842,F
642,MDWD,2020-05-06,2020-06-11,"[9, 17, 21, 30, 46, 56, 64]","[21, 25]","['2020-05-19', '2020-06-01', '2020-06-05', '2020-06-18', '2020-07-13', '2020-07-27', '2020-08-06']","['2020-07-13', '2020-07-17']","[1.4428571428571428, 0.8571428571428571, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.0, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",42,33,2020-08-12,68,43,0.007323121140644673,3.299999952316284,F
646,MEIP,2019-08-29,2020-07-13,"[11, 25, 46, 52, 63, 67, 75, 85, 98, 105, 120, 147, 156, 167, 176, 196, 205, 222]",[12],"['2019-09-16', '2019-10-04', '2019-11-04', '2019-11-12', '2019-11-27', '2019-12-04', '2019-12-16', '2019-12-31', '2020-01-21', '2020-01-30', '2020-02-21', '2020-03-31', '2020-04-14', '2020-04-29', '2020-05-12', '2020-06-10', '2020-06-23', '2020-07-17']",['2020-07-29'],"[1.4333333333333333, 0.16666666666666666, 0.3888888888888889, 0.3333333333333333, 0.2777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",28,28,2020-08-12,240,22,0.006003862763502839,3.0,F
650,MESA,2020-07-01,2019-06-28,[7],"[6, 25, 29, 33, 39, 45, 56, 66, 71, 78, 91, 96, 109, 119, 150, 156, 182, 193, 207, 215, 231, 240, 250, 259, 276]",['2020-07-13'],"['2019-07-09', '2019-08-05', '2019-08-09', '2019-08-15', '2019-08-23', '2019-09-03', '2019-09-18', '2019-10-02', '2019-10-09', '2019-10-18', '2019-11-06', '2019-11-13', '2019-12-03', '2019-12-17', '2020-02-03', '2020-02-11', '2020-03-19', '2020-04-03', '2020-04-24', '2020-05-06', '2020-05-29', '2020-06-11', '2020-06-25', '2020-07-09', '2020-08-03']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.484, 0.08, 0.52, 0.24, 0.24, 0.12, 0.16, 0.0]",33,35,2020-08-12,29,283,0.008737123845596634,3.910000085830689,F
652,METC,2020-06-08,2020-05-13,"[19, 24, 28]","[15, 21, 31, 39, 48, 56]","['2020-07-06', '2020-07-13', '2020-07-17']","['2020-06-04', '2020-06-12', '2020-06-26', '2020-07-09', '2020-07-22', '2020-08-03']","[1.7, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[2.0166666666666666, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0]",38,36,2020-08-12,46,63,0.004960554309241807,2.549999952316284,F
655,MFIN,2020-01-13,2019-08-14,"[27, 75, 101, 112, 116, 120, 129]","[7, 27, 38, 70, 77, 90, 123, 162, 175, 183, 189, 215, 248]","['2020-02-21', '2020-04-30', '2020-06-08', '2020-06-23', '2020-06-29', '2020-07-06', '2020-07-17']","['2019-08-23', '2019-09-23', '2019-10-08', '2019-11-21', '2019-12-03', '2019-12-20', '2020-02-10', '2020-04-06', '2020-04-24', '2020-05-06', '2020-05-14', '2020-06-22', '2020-08-07']","[1.514285714285714, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.0]","[1.5769230769230769, 0.07692307692307693, 0.46153846153846156, 0.3076923076923077, 0.38461538461538464, 0.07692307692307693, 0.0, 0.0]",28,27,2020-08-12,147,251,0.005679286382867581,3.3399999141693115,F
659,MGEN,2020-07-01,2019-10-31,"[16, 21]","[8, 16, 35, 40, 55, 72, 81, 95, 107, 126, 140, 148, 175, 187, 192]","['2020-07-24', '2020-07-31']","['2019-11-12', '2019-11-22', '2019-12-20', '2019-12-30', '2020-01-22', '2020-02-14', '2020-02-28', '2020-03-19', '2020-04-06', '2020-05-04', '2020-05-22', '2020-06-04', '2020-07-14', '2020-07-30', '2020-08-06']","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]","[1.4000000000000001, 0.0, 0.26666666666666666, 0.4, 0.26666666666666666, 0.3333333333333333, 0.13333333333333333, 0.06666666666666667]",32,36,2020-08-12,29,196,0.004530537049280878,1.1299999952316284,F
660,MGI,2020-07-22,2020-05-12,[7],"[21, 51]",['2020-07-31'],"['2020-06-11', '2020-07-24']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",33,27,2020-08-12,15,64,0.008645998126692601,3.630000114440918,F
