,ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
110,0118.HK,2019-03-26,2020-07-13,"[8, 35, 49, 56, 60, 66, 90, 111, 154, 183, 252, 289, 300, 308, 331]",[12],"['2019-04-08', '2019-05-21', '2019-06-11', '2019-06-20', '2019-06-26', '2019-07-05', '2019-08-08', '2019-09-06', '2019-11-08', '2019-12-19', '2020-04-01', '2020-05-28', '2020-06-12', '2020-06-24', '2020-07-29']",['2020-07-29'],"[1.8133333333333332, 0.13333333333333333, 0.4666666666666667, 0.26666666666666666, 0.4, 0.13333333333333333, 0.2, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",18,28,2020-08-13,342,23,0.0011567527499499119,0.4099999964237213,F
113,0122.HK,2019-12-03,2020-04-21,"[14, 42, 52, 88, 109, 120, 126, 164]","[7, 12]","['2019-12-23', '2020-02-06', '2020-02-20', '2020-04-14', '2020-05-15', '2020-06-01', '2020-06-09', '2020-08-04']","['2020-05-04', '2020-05-11']","[1.5624999999999998, 0.375, 0.375, 0.125, 0.375, 0.25, 0.125, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",21,23,2020-08-13,171,78,0.0006795903316270192,0.35499998927116394,F
117,0126.HK,2019-11-28,2019-12-02,"[19, 63, 81, 98, 120, 137, 142, 146, 168]","[33, 46, 60, 84, 90, 117, 135, 140, 153]","['2019-12-27', '2020-03-03', '2020-03-27', '2020-04-23', '2020-05-27', '2020-06-19', '2020-06-29', '2020-07-06', '2020-08-05']","['2020-01-21', '2020-02-11', '2020-03-02', '2020-04-03', '2020-04-15', '2020-05-26', '2020-06-19', '2020-06-29', '2020-07-17']","[1.5666666666666664, 0.0, 0.4444444444444444, 0.1111111111111111, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.0]","[1.911111111111111, 0.0, 0.7777777777777778, 0.4444444444444444, 0.2222222222222222, 0.0, 0.2222222222222222, 0.0]",19,21,2020-08-13,174,172,0.0007104856026687622,0.5299999713897705,F
119,0128.HK,2019-04-29,2020-04-22,"[28, 44, 49, 126, 132, 159, 170, 204, 228, 237, 255, 260, 280, 298, 303]","[12, 24, 45, 63]","['2019-06-11', '2019-07-04', '2019-07-11', '2019-10-30', '2019-11-07', '2019-12-16', '2020-01-03', '2020-02-24', '2020-03-27', '2020-04-09', '2020-05-11', '2020-05-18', '2020-06-15', '2020-07-13', '2020-07-20']","['2020-05-12', '2020-05-28', '2020-06-29', '2020-07-24']","[1.5933333333333333, 0.06666666666666667, 0.5333333333333333, 0.26666666666666666, 0.26666666666666666, 0.06666666666666667, 0.2, 0.0]","[2.6000000000000005, 0.75, 1.0, 0.25, 0.25, 0.25, 0.5, 0.0]",23,21,2020-08-13,321,77,0.0007887786263272232,0.699999988079071,F
120,0129.HK,2020-05-20,2020-04-02,"[4, 22, 42, 48]","[28, 32, 48, 57]","['2020-05-26', '2020-06-19', '2020-07-21', '2020-07-29']","['2020-05-18', '2020-05-22', '2020-06-15', '2020-06-29']","[1.625, 1.0, 0.5, 0.0, 0.25, 0.25, 0.25, 0.0]","[1.7, 1.0, 0.5, 0.0, 0.25, 0.5, 0.25, 0.0]",25,22,2020-08-13,59,89,0.0006992093132991133,0.8999999761581421,F
121,0130.HK,2020-07-15,2020-07-10,[12],"[12, 21]",['2020-07-31'],"['2020-07-28', '2020-08-10']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",15,25,2020-08-13,21,24,0.0008991776809828248,0.3199999928474426,F
123,0132.HK,2020-06-10,2020-03-23,"[5, 14, 36, 41]","[8, 70]","['2020-06-17', '2020-07-02', '2020-08-03', '2020-08-10']","['2020-04-02', '2020-07-07']","[1.55, 1.0, 0.25, 0.25, 0.25, 0.0, 0.25, 0.25]","[1.5999999999999999, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0]",31,29,2020-08-13,44,97,0.0013779904761200706,0.4550000131130218,F
126,0136.HK,2020-06-23,2020-06-12,"[12, 18, 28]","[12, 24, 29]","['2020-07-13', '2020-07-21', '2020-08-04']","['2020-07-02', '2020-07-20', '2020-07-27']","[1.9999999999999998, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.7666666666666666, 1.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]",28,20,2020-08-13,35,42,0.0008341200801667022,0.2430000007152557,F
127,0137.HK,2020-07-07,2020-01-21,[12],"[12, 17, 40, 46, 50, 108, 112, 128]",['2020-07-23'],"['2020-02-10', '2020-02-17', '2020-03-19', '2020-03-27', '2020-04-02', '2020-06-30', '2020-07-07', '2020-07-29']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.2625, 0.875, 0.25, 0.25, 0.125, 0.375, 0.25, 0.0]",17,31,2020-08-13,27,139,0.0015056594445426025,0.6100000143051147,F
128,0138.HK,2020-06-30,2020-04-09,[14],"[6, 24, 28, 34, 60, 66]",['2020-07-21'],"['2020-04-21', '2020-05-19', '2020-05-25', '2020-06-02', '2020-07-10', '2020-07-20']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.883333333333333, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]",14,23,2020-08-13,31,84,0.000536103626123021,0.2899999916553497,F
129,0139.HK,2019-05-16,2020-04-22,"[9, 16, 25, 32, 42, 62, 91, 108, 147, 153, 159, 171, 177, 191, 199, 205, 216, 280]","[35, 51, 73]","['2019-05-29', '2019-06-10', '2019-06-21', '2019-07-03', '2019-07-17', '2019-08-14', '2019-09-24', '2019-10-21', '2019-12-13', '2019-12-23', '2020-01-03', '2020-01-21', '2020-01-31', '2020-02-20', '2020-03-03', '2020-03-11', '2020-03-26', '2020-07-02']","['2020-06-12', '2020-07-08', '2020-08-07']","[1.3388888888888888, 0.0, 0.5, 0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.0]","[1.4333333333333331, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",22,20,2020-08-13,310,77,6.179658235995594e-05,0.02500000037252903,F
132,0143.HK,2020-03-05,2020-07-29,"[7, 16, 33, 48, 54, 63, 80, 100]",[7],"['2020-03-16', '2020-03-27', '2020-04-23', '2020-05-18', '2020-05-26', '2020-06-08', '2020-07-03', '2020-07-31']",['2020-08-07'],"[1.6625, 0.75, 0.5, 0.25, 0.25, 0.375, 0.125, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",36,35,2020-08-13,109,11,0.00017216135679638846,0.027000000700354576,F
134,0145.HK,2020-05-12,2020-07-24,"[6, 35]",[7],"['2020-05-20', '2020-07-02']",['2020-08-04'],"[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",35,32,2020-08-13,65,14,0.00015175232053111972,0.02199999988079071,F
136,0147.HK,2019-11-07,2020-05-28,"[21, 30, 40, 56, 65, 71, 84, 96, 108, 116, 120, 129, 138, 142, 153, 161, 175, 183]","[5, 12, 28, 36, 42]","['2019-12-06', '2019-12-19', '2020-01-07', '2020-01-31', '2020-02-13', '2020-02-21', '2020-03-11', '2020-03-27', '2020-04-16', '2020-04-28', '2020-05-06', '2020-05-19', '2020-06-01', '2020-06-05', '2020-06-22', '2020-07-06', '2020-07-24', '2020-08-05']","['2020-06-04', '2020-06-15', '2020-07-09', '2020-07-21', '2020-07-29']","[1.738888888888889, 0.16666666666666666, 0.5555555555555556, 0.2777777777777778, 0.2777777777777778, 0.2222222222222222, 0.2222222222222222, 0.0]","[2.36, 1.0, 0.6, 0.2, 0.4, 0.0, 0.4, 0.2]",38,42,2020-08-13,189,53,0.0003653190640348917,0.13199999928474426,F
138,0149.HK,2020-07-23,2020-05-05,[12],"[21, 29, 63]",['2020-08-10'],"['2020-06-03', '2020-06-15', '2020-08-04']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.2666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]",39,28,2020-08-13,15,70,0.000101359216061528,0.059999998658895486,F
139,0150.HK,2020-04-15,2020-07-31,"[24, 36, 45, 63, 75]",[6],"['2020-05-21', '2020-06-08', '2020-06-19', '2020-07-17', '2020-08-04']",['2020-08-10'],"[2.46, 0.6, 1.0, 0.4, 0.2, 0.2, 0.4, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32,27,2020-08-13,82,9,0.0015019996643032706,0.7400000095367432,F
142,0153.HK,2019-06-27,2019-12-05,"[10, 21, 40, 48, 56, 88, 93, 99, 126, 137, 147, 154, 160, 164, 205, 228, 233]","[11, 15, 32, 70, 106, 120, 126, 131]","['2019-07-12', '2019-07-29', '2019-08-23', '2019-09-04', '2019-09-16', '2019-11-01', '2019-11-08', '2019-11-18', '2019-12-27', '2020-01-14', '2020-01-30', '2020-02-10', '2020-02-18', '2020-02-24', '2020-04-23', '2020-05-28', '2020-06-04']","['2019-12-20', '2019-12-30', '2020-01-23', '2020-03-19', '2020-05-14', '2020-06-03', '2020-06-11', '2020-06-18']","[1.4823529411764704, 0.0, 0.4117647058823529, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.11764705882352941, 0.058823529411764705]","[1.5125, 0.5, 0.375, 0.375, 0.25, 0.25, 0.125, 0.0]",26,20,2020-08-12,280,168,0.00011929602753258327,0.1040000021457672,F
143,0154.HK,2020-04-20,2020-05-29,"[24, 34, 40, 45, 56, 63, 69]","[5, 12, 28, 35, 45]","['2020-05-26', '2020-06-09', '2020-06-17', '2020-06-24', '2020-07-13', '2020-07-22', '2020-07-30']","['2020-06-05', '2020-06-16', '2020-07-10', '2020-07-21', '2020-08-04']","[1.914285714285714, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285]","[2.2, 1.0, 0.4, 0.6, 0.4, 0.0, 0.2, 0.2]",23,32,2020-08-13,79,52,0.0006275336505584782,0.4900000095367432,F
144,0156.HK,2020-06-23,2020-07-06,[28],[15],['2020-08-04'],['2020-07-27'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",29,29,2020-08-13,35,28,0.00016856626416430963,0.12700000405311584,F
145,0157.HK,2020-02-14,2019-08-15,"[9, 18]","[72, 84, 98, 103, 144, 148]","['2020-02-27', '2020-03-11']","['2019-11-27', '2019-12-13', '2020-01-07', '2020-01-14', '2020-03-13', '2020-03-19']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.9333333333333333, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0]",12,15,2020-08-12,122,246,9.377474310541916e-06,0.6499999761581421,F
147,0159.HK,2020-06-16,2020-04-17,"[15, 29, 35]","[14, 21, 25, 30, 34, 42, 54, 62]","['2020-07-09', '2020-07-29', '2020-08-06']","['2020-05-11', '2020-05-20', '2020-05-26', '2020-06-02', '2020-06-08', '2020-06-18', '2020-07-08', '2020-07-20']","[1.7333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.7625, 0.875, 0.5, 0.25, 0.375, 0.0, 0.0, 0.125]",31,36,2020-08-13,40,80,0.00031943366444937485,0.10999999940395357,F
150,0162.HK,2020-07-15,2020-05-25,[12],"[17, 22, 42]",['2020-07-31'],"['2020-06-17', '2020-06-24', '2020-07-24']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.2666666666666666, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",26,29,2020-08-13,21,56,0.0004972854350367437,0.1879999935626984,F
153,0166.HK,2020-06-18,2020-04-22,"[5, 17, 21, 28, 34]",[56],"['2020-06-26', '2020-07-15', '2020-07-21', '2020-07-30', '2020-08-07']",['2020-07-15'],"[1.5799999999999998, 1.0, 0.2, 0.2, 0.4, 0.0, 0.0, 0.4]","[2.3, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",35,21,2020-08-13,38,77,0.00035788794711050454,0.05000000074505806,F
154,0167.HK,2020-05-11,2019-11-12,"[7, 20, 33, 45, 49]","[51, 96, 100, 106, 112, 129, 159, 175]","['2020-05-20', '2020-06-08', '2020-06-26', '2020-07-15', '2020-07-21']","['2020-01-29', '2020-04-01', '2020-04-07', '2020-04-17', '2020-04-27', '2020-05-22', '2020-07-07', '2020-07-29']","[1.72, 0.8, 0.4, 0.4, 0.4, 0.0, 0.0, 0.0]","[1.55, 0.375, 0.5, 0.25, 0.25, 0.25, 0.125, 0.0]",29,26,2020-08-13,66,186,0.0002153560724974261,0.03099999949336052,F
156,0169.HK,2020-07-23,2020-03-24,"[5, 9]","[21, 25, 40, 50, 77]","['2020-07-30', '2020-08-05']","['2020-04-24', '2020-05-04', '2020-05-25', '2020-06-08', '2020-07-17']","[1.4, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5]","[1.7200000000000002, 1.0, 0.2, 0.6, 0.4, 0.2, 0.0, 0.0]",25,20,2020-08-13,15,96,0.0012587590286452855,0.3100000023841858,F
158,0171.HK,2020-07-02,2020-07-09,"[18, 24]","[5, 15]","['2020-07-28', '2020-08-05']","['2020-07-16', '2020-07-30']","[2.05, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0]","[1.75, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5]",20,34,2020-08-13,30,25,0.0007665877746513189,0.9399999976158142,F
160,0174.HK,2020-05-19,2020-04-22,[14],"[21, 43, 49]",['2020-06-08'],"['2020-05-25', '2020-06-24', '2020-07-06']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.8666666666666667, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]",15,24,2020-08-13,60,77,0.0007112971646864438,0.5199999809265137,F
162,0176.HK,2020-05-14,2020-03-19,"[14, 54]","[7, 27, 38, 47, 61, 84, 90]","['2020-06-03', '2020-07-31']","['2020-03-30', '2020-04-29', '2020-05-18', '2020-05-29', '2020-06-18', '2020-07-23', '2020-07-31']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.5, 0.8571428571428571, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0]",16,32,2020-08-13,63,99,0.00030237468995374984,0.1770000010728836,F
166,0180.HK,2019-12-13,2020-03-11,"[4, 30, 41, 52, 72, 84, 118]","[13, 36, 42, 49, 54, 75, 95]","['2019-12-19', '2020-01-31', '2020-02-17', '2020-03-03', '2020-03-31', '2020-04-20', '2020-06-09']","['2020-03-30', '2020-05-06', '2020-05-14', '2020-05-25', '2020-06-01', '2020-07-02', '2020-07-30']","[1.342857142857143, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.0]","[1.814285714285714, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]",22,31,2020-08-13,163,105,0.0013612665383882807,0.5899999737739563,F
167,0181.HK,2019-07-02,2020-06-26,"[11, 48, 72, 110, 116, 195, 203]","[7, 11, 21, 27]","['2019-07-17', '2019-09-06', '2019-10-14', '2019-12-05', '2019-12-13', '2020-04-09', '2020-04-23']","['2020-07-08', '2020-07-14', '2020-07-28', '2020-08-05']","[1.4857142857142858, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",11,27,2020-08-13,279,33,0.00039847047994004067,0.1899999976158142,F
168,0182.HK,2020-03-24,2019-11-27,"[30, 46, 56, 90]","[14, 25, 45, 49, 72, 76, 123]","['2020-05-11', '2020-06-02', '2020-06-16', '2020-08-05']","['2019-12-17', '2020-01-06', '2020-02-05', '2020-02-11', '2020-03-13', '2020-03-19', '2020-05-29']","[1.675, 0.75, 0.5, 0.5, 0.25, 0.25, 0.0, 0.0]","[1.614285714285714, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0]",17,13,2020-08-13,96,175,0.00036579731392996217,0.375,F
169,0183.HK,2020-06-17,2020-05-07,"[9, 21]","[12, 51]","['2020-07-02', '2020-07-20']","['2020-05-25', '2020-07-21']","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]",28,18,2020-08-13,39,68,0.00012557802024512252,0.04199999943375588,F
171,0185.HK,2020-03-30,2020-05-22,"[5, 43, 48, 59, 84]",[28],"['2020-04-06', '2020-06-03', '2020-06-10', '2020-06-26', '2020-08-03']",['2020-07-03'],"[1.7000000000000002, 0.6, 0.4, 0.2, 0.2, 0.2, 0.4, 0.2]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",22,16,2020-08-13,92,57,0.0005898157489074162,0.4099999964237213,F
174,0188.HK,2019-02-13,2020-01-16,"[9, 21, 51, 75, 89, 99, 108, 128, 148, 210, 240, 292, 325]","[30, 91, 123]","['2019-02-26', '2019-03-14', '2019-04-30', '2019-06-05', '2019-06-26', '2019-07-11', '2019-07-24', '2019-08-21', '2019-09-18', '2019-12-17', '2020-02-04', '2020-04-20', '2020-06-08']","['2020-03-02', '2020-06-01', '2020-07-17']","[1.5153846153846156, 0.07692307692307693, 0.6153846153846154, 0.3076923076923077, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693]","[1.833333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",15,15,2020-08-13,371,142,4.8586037682946504e-05,0.04699999839067458,F
178,0193.HK,2020-06-16,2020-07-29,"[12, 21, 35]",[7],"['2020-07-06', '2020-07-17', '2020-08-06']",['2020-08-07'],"[2.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",21,37,2020-08-13,40,11,0.0009155240293433922,0.3799999952316284,F
180,0195.HK,2020-03-25,2020-03-25,"[6, 15, 21, 60, 70, 77]","[11, 28, 36, 42, 55, 59, 72, 80, 84]","['2020-04-02', '2020-04-17', '2020-04-27', '2020-06-23', '2020-07-09', '2020-07-20']","['2020-04-09', '2020-05-08', '2020-05-20', '2020-05-28', '2020-06-16', '2020-06-22', '2020-07-13', '2020-07-23', '2020-07-29']","[2.483333333333333, 0.8333333333333334, 0.6666666666666666, 0.5, 0.5, 0.0, 0.16666666666666666, 0.0]","[1.8111111111111111, 0.0, 0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.3333333333333333, 0.1111111111111111]",26,32,2020-08-13,95,95,0.00021850215252526144,0.09799999743700027,F
181,0196.HK,2020-05-11,2020-06-12,"[24, 41, 50, 60]","[6, 12]","['2020-06-12', '2020-07-09', '2020-07-22', '2020-08-05']","['2020-06-22', '2020-07-02']","[1.7249999999999999, 1.0, 0.5, 0.5, 0.0, 0.25, 0.5, 0.0]","[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]",22,18,2020-08-13,66,42,0.0005219793248990834,0.2489999979734421,F
182,0197.HK,2020-03-11,2020-05-27,"[14, 30, 43, 60, 75, 94]","[14, 18, 24, 44]","['2020-03-31', '2020-04-24', '2020-05-15', '2020-06-09', '2020-07-02', '2020-07-29']","['2020-06-16', '2020-06-22', '2020-07-02', '2020-07-30']","[1.5833333333333333, 0.6666666666666666, 0.5, 0.5, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]","[1.575, 0.75, 0.5, 0.0, 0.25, 0.25, 0.25, 0.0]",34,32,2020-08-13,105,54,0.00016900038322949682,0.07100000232458115,F
183,0199.HK,2020-05-11,2020-06-10,"[21, 45, 54]",[7],"['2020-06-09', '2020-07-15', '2020-07-28']",['2020-06-19'],"[2.3, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",22,21,2020-08-13,66,44,0.0009971608413139534,0.8500000238418579,F
185,0201.HK,2020-06-09,2020-03-02,"[13, 42]","[24, 34, 50, 56, 63, 85, 108]","['2020-06-29', '2020-08-10']","['2020-04-03', '2020-04-21', '2020-05-15', '2020-05-25', '2020-06-03', '2020-07-07', '2020-08-07']","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]","[1.8714285714285712, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285]",32,31,2020-08-13,45,112,0.0003783521249874007,0.10599999874830246,F
186,0202.HK,2019-12-11,2020-07-03,"[6, 17, 42, 47, 51, 55, 63, 70, 96, 104, 133, 138, 146]","[12, 21]","['2019-12-19', '2020-01-08', '2020-02-14', '2020-02-21', '2020-02-27', '2020-03-04', '2020-03-16', '2020-03-25', '2020-05-06', '2020-05-18', '2020-06-29', '2020-07-07', '2020-07-17']","['2020-07-21', '2020-08-03']","[1.4384615384615387, 0.0, 0.46153846153846156, 0.15384615384615385, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",27,41,2020-08-13,165,29,0.00015897465045622072,0.18299999833106995,F
187,0204.HK,2020-06-18,2020-03-13,[7],"[15, 21, 35, 45]",['2020-06-30'],"['2020-04-03', '2020-04-15', '2020-05-07', '2020-05-21']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.625, 1.0, 0.75, 0.75, 0.5, 0.0, 0.0, 0.0]",32,31,2020-08-12,37,102,0.0002844185492511933,0.11800000071525575,F
188,0205.HK,2020-03-26,2020-03-31,"[30, 52, 62, 75, 84]","[18, 34, 80, 84]","['2020-05-13', '2020-06-12', '2020-06-29', '2020-07-17', '2020-07-30']","['2020-04-28', '2020-05-22', '2020-07-29', '2020-08-04']","[1.64, 0.2, 0.6, 0.4, 0.2, 0.0, 0.2, 0.0]","[1.875, 0.75, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25]",17,16,2020-08-13,94,91,0.0009340016306816148,0.1599999964237213,F
189,0206.HK,2019-09-19,2020-06-30,"[21, 30, 60, 93, 103, 113, 130, 163, 171, 197, 210]",[14],"['2019-10-22', '2019-11-04', '2019-12-16', '2020-02-06', '2020-02-20', '2020-03-05', '2020-03-30', '2020-05-20', '2020-06-01', '2020-07-09', '2020-07-28']",['2020-07-21'],"[1.3636363636363633, 0.0, 0.5454545454545454, 0.36363636363636365, 0.18181818181818182, 0.0, 0.09090909090909091, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",31,30,2020-08-13,222,31,0.00038528043040187896,0.22599999606609344,F
190,0207.HK,2020-03-27,2020-04-23,"[10, 21, 47, 56, 79]","[20, 35, 45]","['2020-04-14', '2020-04-29', '2020-06-08', '2020-06-19', '2020-07-24']","['2020-05-25', '2020-06-15', '2020-06-30']","[1.36, 0.6, 0.2, 0.2, 0.4, 0.2, 0.0, 0.0]","[1.9666666666666663, 1.0, 0.3333333333333333, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0]",17,14,2020-08-13,93,76,0.0003934012135878702,0.5899999737739563,F
191,0208.HK,2020-02-06,2020-04-16,[15],"[20, 40, 45, 49, 55, 62, 72]",['2020-02-27'],"['2020-05-18', '2020-06-15', '2020-06-22', '2020-06-29', '2020-07-08', '2020-07-17', '2020-07-31']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.4428571428571426, 0.5714285714285714, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]",8,26,2020-08-13,129,81,0.0005391157374753045,0.7200000286102295,F
192,0209.HK,2019-02-26,2020-07-14,"[248, 259, 266, 275, 282, 308, 313, 324, 336, 342, 355]",[15],"['2020-02-27', '2020-03-13', '2020-03-24', '2020-04-06', '2020-04-17', '2020-05-27', '2020-06-03', '2020-06-18', '2020-07-08', '2020-07-16', '2020-08-04']",['2020-08-04'],"[1.5454545454545454, 0.09090909090909091, 0.36363636363636365, 0.18181818181818182, 0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",12,14,2020-08-13,362,22,0.00019598947748534267,0.03799999877810478,F
193,0210.HK,2020-05-29,2020-06-26,"[21, 31, 42]","[6, 15]","['2020-06-30', '2020-07-15', '2020-07-30']","['2020-07-07', '2020-07-20']","[2.333333333333333, 1.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",28,27,2020-08-13,52,33,0.0004090951110297712,0.22499999403953552,F
194,0211.HK,2020-07-06,2020-06-18,"[12, 21]","[14, 27]","['2020-07-22', '2020-08-04']","['2020-07-10', '2020-07-29']","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",26,26,2020-08-13,28,38,0.0001360810529521272,0.028999999165534977,F
197,0214.HK,2020-03-27,2019-11-29,"[12, 20, 28, 56, 66, 82]","[7, 15, 27, 42, 48, 60, 75, 96, 102, 123, 136, 155, 163, 168]","['2020-04-16', '2020-04-28', '2020-05-12', '2020-06-19', '2020-07-07', '2020-07-29']","['2019-12-10', '2019-12-20', '2020-01-10', '2020-02-04', '2020-02-12', '2020-02-28', '2020-03-20', '2020-04-22', '2020-05-04', '2020-06-02', '2020-06-19', '2020-07-20', '2020-07-30', '2020-08-06']","[1.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]","[1.8714285714285714, 0.07142857142857142, 0.7142857142857143, 0.2857142857142857, 0.21428571428571427, 0.2857142857142857, 0.2857142857142857, 0.0]",22,35,2020-08-13,93,173,0.001268834676561035,0.8999999761581421,F
200,0217.HK,2020-05-20,2020-07-22,"[14, 33, 43, 56]","[7, 12]","['2020-06-09', '2020-07-08', '2020-07-22', '2020-08-10']","['2020-07-31', '2020-08-07']","[1.525, 0.75, 0.25, 0.0, 0.5, 0.25, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",29,33,2020-08-13,59,16,0.0004888042813833451,0.193000003695488,F
