,ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
1050,1270.HK,2020-05-11,2020-07-06,[21],[24],['2020-06-09'],['2020-08-07'],"[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",22,25,2020-08-13,66,28,0.0014248126610126456,0.959999978542328,F
1052,1272.HK,2019-01-09,2020-03-06,"[30, 49, 316]","[21, 26, 37, 41, 60, 73]","['2019-02-25', '2019-03-22', '2020-04-22']","['2020-04-06', '2020-04-15', '2020-05-04', '2020-05-08', '2020-06-04', '2020-06-23']","[1.3666666666666667, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.1500000000000001, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]",4,14,2020-08-13,393,108,0.0007712117535634468,0.7799999713897705,F
1053,1273.HK,2020-04-06,2020-05-14,"[15, 48, 68]","[7, 12, 24, 33, 39, 52, 56]","['2020-04-29', '2020-06-17', '2020-07-17']","['2020-05-25', '2020-06-01', '2020-06-17', '2020-07-02', '2020-07-10', '2020-07-29', '2020-08-04']","[1.6666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.7714285714285714, 0.7142857142857143, 0.5714285714285714, 0.0, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0]",18,29,2020-08-13,87,63,0.0007897201886148929,0.375,F
1055,1277.HK,2020-05-13,2020-05-14,"[5, 60]","[7, 22, 30, 35, 39, 48]","['2020-05-20', '2020-08-07']","['2020-05-25', '2020-06-15', '2020-06-26', '2020-07-06', '2020-07-10', '2020-07-23']","[2.25, 1.0, 0.5, 1.0, 0.0, 0.0, 0.5, 0.5]","[1.916666666666667, 1.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]",12,36,2020-08-13,64,63,0.00045426502363021375,0.3350000083446503,F
1056,1278.HK,2020-07-14,2020-05-12,"[7, 15]","[10, 21, 28, 36]","['2020-07-23', '2020-08-04']","['2020-05-26', '2020-06-10', '2020-06-19', '2020-07-03']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.225, 1.0, 0.5, 0.25, 0.5, 0.0, 0.25, 0.0]",35,27,2020-08-13,22,65,0.0003554032268759016,0.12999999523162842,F
1058,1281.HK,2020-03-05,2019-09-12,"[24, 43, 59, 65, 77, 96]","[14, 29, 33, 38, 63, 72, 85, 113, 128, 135, 140, 148, 154, 168, 192, 209, 220]","['2020-04-08', '2020-05-11', '2020-06-02', '2020-06-10', '2020-06-29', '2020-07-27']","['2019-10-03', '2019-10-25', '2019-10-31', '2019-11-07', '2019-12-12', '2019-12-27', '2020-01-16', '2020-02-27', '2020-03-19', '2020-03-30', '2020-04-06', '2020-04-20', '2020-04-28', '2020-05-20', '2020-06-23', '2020-07-20', '2020-08-04']","[1.45, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.4470588235294117, 0.11764705882352941, 0.35294117647058826, 0.23529411764705882, 0.29411764705882354, 0.23529411764705882, 0.17647058823529413, 0.0]",28,30,2020-08-13,109,227,0.0005170624005083227,0.19900000095367432,F
1059,1282.HK,2020-07-13,2020-03-24,[7],"[5, 39, 64, 72, 77]",['2020-07-22'],"['2020-03-31', '2020-05-22', '2020-06-29', '2020-07-10', '2020-07-17']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.64, 1.0, 0.4, 0.2, 0.2, 0.4, 0.2, 0.2]",20,25,2020-08-13,23,96,0.0006132551397403834,0.2949999868869781,F
1060,1283.HK,2020-02-17,2020-06-05,"[5, 14, 39, 48, 63, 72, 92, 100, 106]","[21, 43]","['2020-02-24', '2020-03-06', '2020-04-14', '2020-04-27', '2020-05-20', '2020-06-02', '2020-07-02', '2020-07-14', '2020-07-22']","['2020-07-08', '2020-08-07']","[1.4777777777777776, 0.0, 0.4444444444444444, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",14,13,2020-08-13,122,47,0.001544608171982283,0.8700000047683716,F
1068,1296.HK,2020-07-07,2020-07-20,"[17, 21]",[7],"['2020-07-30', '2020-08-05']",['2020-07-29'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",31,27,2020-08-13,27,18,0.0005712704043348446,0.23499999940395355,F
1072,1300.HK,2020-06-18,2020-04-22,[15],"[6, 24, 35, 67]",['2020-07-13'],"['2020-05-04', '2020-05-28', '2020-06-12', '2020-07-30']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25, 0.0]",26,27,2020-08-13,38,77,0.001650954336501076,0.9300000071525574,F
1075,1303.HK,2020-06-09,2019-12-06,[28],"[21, 60, 91, 114, 123]",['2020-07-21'],"['2020-01-09', '2020-03-06', '2020-04-22', '2020-05-27', '2020-06-09']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2600000000000002, 0.8, 0.8, 0.2, 0.4, 0.0, 0.2, 0.0]",18,22,2020-08-13,45,168,0.0006427547959465419,0.09799999743700027,F
1076,1305.HK,2020-07-14,2020-06-03,"[5, 15]","[7, 12, 21]","['2020-07-21', '2020-08-04']","['2020-06-12', '2020-06-19', '2020-07-06']","[1.75, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5]","[2.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0]",25,41,2020-08-13,22,49,0.0006918011150932635,0.3499999940395355,F
1079,1312.HK,2020-07-28,2019-11-15,[7],"[14, 21, 35, 45, 80, 84, 112, 140, 154, 167, 171]",['2020-08-06'],"['2019-12-05', '2019-12-16', '2020-01-08', '2020-01-22', '2020-03-13', '2020-03-19', '2020-05-04', '2020-06-11', '2020-07-03', '2020-07-22', '2020-07-28']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.109090909090909, 0.0, 0.36363636363636365, 0.36363636363636365, 0.6363636363636364, 0.18181818181818182, 0.09090909090909091, 0.0]",33,32,2020-08-13,12,183,0.0002764617274284626,0.07500000298023224,F
1081,1314.HK,2020-06-11,2020-05-29,"[10, 15]",[21],"['2020-06-26', '2020-07-06']",['2020-06-30'],"[1.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",21,21,2020-08-13,43,52,0.00045589801978683536,0.2949999868869781,F
1084,1319.HK,2019-07-02,2020-07-06,"[5, 48, 53, 66, 171, 189, 215, 225]",[15],"['2019-07-09', '2019-09-06', '2019-09-13', '2019-10-03', '2020-03-06', '2020-04-01', '2020-05-13', '2020-05-27']",['2020-07-27'],"[1.6125, 0.625, 0.625, 0.375, 0.125, 0.125, 0.125, 0.125]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",15,20,2020-08-13,279,28,0.00028979717352456365,0.2949999868869781,F
1085,1321.HK,2019-12-12,2019-09-27,"[28, 47, 69, 121, 129, 140, 144]","[23, 27, 35, 42, 55, 60, 87, 92, 108, 112, 120, 128, 135, 160, 164, 174, 180, 205]","['2020-01-24', '2020-02-24', '2020-03-25', '2020-06-11', '2020-06-23', '2020-07-10', '2020-07-16']","['2019-11-01', '2019-11-07', '2019-11-19', '2019-11-28', '2019-12-17', '2019-12-24', '2020-02-06', '2020-02-13', '2020-03-06', '2020-03-12', '2020-03-24', '2020-04-03', '2020-04-16', '2020-05-25', '2020-05-29', '2020-06-12', '2020-06-22', '2020-07-29']","[1.5142857142857142, 0.7142857142857143, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0]","[1.572222222222222, 0.05555555555555555, 0.5, 0.4444444444444444, 0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.05555555555555555]",18,36,2020-08-13,164,216,0.0015596748959577338,0.8999999761581421,F
1086,1323.HK,2020-07-13,2020-03-30,[14],"[60, 69, 86]",['2020-07-31'],"['2020-06-29', '2020-07-13', '2020-08-05']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.4999999999999998, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]",16,17,2020-08-13,23,92,0.0008808195397966731,0.8000000119209291,F
1087,1326.HK,2019-08-22,2020-07-28,"[14, 34, 60, 72, 84, 95, 101, 105, 127, 146, 196, 205, 223, 234]",[7],"['2019-09-11', '2019-10-11', '2019-11-18', '2019-12-04', '2019-12-20', '2020-01-09', '2020-01-17', '2020-01-23', '2020-02-26', '2020-03-24', '2020-06-08', '2020-06-19', '2020-07-17', '2020-08-03']",['2020-08-06'],"[1.4714285714285713, 0.0, 0.35714285714285715, 0.2857142857142857, 0.2857142857142857, 0.07142857142857142, 0.21428571428571427, 0.07142857142857142]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",22,33,2020-08-13,242,12,0.00024329509922700718,0.16200000047683716,F
1088,1327.HK,2020-07-09,2020-07-16,"[6, 12]","[7, 14]","['2020-07-17', '2020-07-27']","['2020-07-27', '2020-08-05']","[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",25,31,2020-08-13,25,20,0.0010408245753412814,0.1340000033378601,F
1089,1328.HK,2020-06-05,2020-07-29,[30],[7],['2020-07-21'],['2020-08-07'],"[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",15,34,2020-08-13,47,11,0.00024028916102063493,0.07999999821186066,F
1092,1332.HK,2020-03-11,2020-06-26,"[5, 12, 26, 32, 36, 73, 84, 95]","[7, 18]","['2020-03-18', '2020-03-27', '2020-04-20', '2020-04-28', '2020-05-06', '2020-06-29', '2020-07-15', '2020-07-30']","['2020-07-08', '2020-07-23']","[1.5, 0.75, 0.375, 0.25, 0.125, 0.125, 0.375, 0.125]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",39,29,2020-08-13,105,33,0.0006859068716056331,0.3350000083446503,F
1094,1335.HK,2020-07-30,2020-04-22,[6],"[4, 72]",['2020-08-07'],"['2020-04-28', '2020-08-06']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.4500000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]",23,26,2020-08-13,10,77,0.0004806820684482068,0.10899999737739564,F
1097,1338.HK,2020-06-11,2020-07-28,"[9, 21, 34]",[7],"['2020-06-24', '2020-07-14', '2020-07-31']",['2020-08-06'],"[1.8333333333333333, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",35,33,2020-08-13,43,12,0.0014540940246739436,0.17299999296665192,F
1099,1340.HK,2020-07-13,2020-05-28,"[5, 14]","[15, 28, 41]","['2020-07-20', '2020-07-31']","['2020-06-18', '2020-07-09', '2020-07-28']","[1.8, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5]","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",39,32,2020-08-13,23,53,0.00034538822727859614,0.07999999821186066,F
1100,1341.HK,2020-08-03,2020-06-26,[5],"[7, 12, 20]",['2020-08-10'],"['2020-07-08', '2020-07-15', '2020-07-27']","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.8333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",23,36,2020-08-13,8,33,0.0010589797307729942,0.2849999964237213,F
1103,1346.HK,2019-11-27,2020-05-18,"[7, 44, 52, 84, 93, 137]","[13, 26, 30, 35, 42, 48]","['2019-12-06', '2020-02-04', '2020-02-14', '2020-03-31', '2020-04-15', '2020-06-18']","['2020-06-04', '2020-06-23', '2020-06-30', '2020-07-08', '2020-07-17', '2020-07-27']","[1.2666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[2.0000000000000004, 1.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",7,17,2020-08-13,175,61,0.001072684858750619,0.36000001430511475,F
1105,1348.HK,2020-05-08,2020-06-05,"[33, 63]",[24],"['2020-06-24', '2020-08-07']",['2020-07-13'],"[2.3, 0.5, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",16,21,2020-08-13,67,47,0.00015829397709047008,0.3499999940395355,F
1107,1355.HK,2020-01-10,2020-07-15,"[87, 91]",[14],"['2020-05-20', '2020-05-26']",['2020-08-04'],"[1.7, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",11,34,2020-08-13,146,21,0.0006823815814400467,0.2700000107288361,F
1111,1360.HK,2020-05-29,2020-06-15,"[12, 22, 29, 48]","[9, 28, 36]","['2020-06-16', '2020-07-02', '2020-07-13', '2020-08-07']","['2020-06-29', '2020-07-27', '2020-08-06']","[1.375, 1.0, 0.5, 0.0, 0.0, 0.25, 0.5, 0.0]","[1.9999999999999998, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",31,32,2020-08-13,52,41,0.0014571943197303858,0.15000000596046448,F
1113,1362.HK,2020-04-03,2020-07-07,[45],"[16, 21]",['2020-06-11'],"['2020-07-29', '2020-08-05']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]",14,31,2020-08-13,88,27,0.001827231987176405,0.550000011920929,F
1114,1363.HK,2019-01-31,2019-03-01,"[6, 19]",[6],"['2019-02-13', '2019-03-04']",['2019-03-11'],"[0.8, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3,5,2020-08-12,376,358,3.297963608732521e-13,0.3400000035762787,F
1115,1365.HK,2020-05-13,2020-07-10,"[12, 24, 51]",[12],"['2020-05-29', '2020-06-16', '2020-07-27']",['2020-07-28'],"[2.1666666666666665, 1.0, 1.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",33,37,2020-08-13,64,24,0.0014177656610539124,0.19699999690055847,F
1116,1366.HK,2020-03-25,2020-05-20,"[21, 46, 87]","[7, 39]","['2020-04-27', '2020-06-03', '2020-08-03']","['2020-05-29', '2020-07-16']","[1.5999999999999999, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",23,21,2020-08-13,95,59,0.0003748607067669484,0.375,F
1117,1367.HK,2019-10-29,2020-05-27,"[28, 35, 57, 85, 100, 105, 119, 127, 157, 168]",[30],"['2019-12-06', '2019-12-17', '2020-01-21', '2020-03-03', '2020-03-24', '2020-03-31', '2020-04-22', '2020-05-06', '2020-06-17', '2020-07-06']",['2020-07-10'],"[1.77, 0.0, 0.3, 0.4, 0.5, 0.1, 0.1, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",28,37,2020-08-13,196,54,0.002232669361062013,0.4950000047683716,F
1120,1371.HK,2020-07-10,2020-06-22,[21],"[7, 18, 24]",['2020-08-10'],"['2020-07-03', '2020-07-20', '2020-07-28']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",35,29,2020-08-13,24,36,0.0003833602523180946,0.18700000643730166,F
1124,1376.HK,2020-06-30,2020-06-15,[19],"[21, 36]",['2020-07-28'],"['2020-07-16', '2020-08-06']","[0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",2,7,2020-08-13,31,41,0.001859059790502654,0.6899999976158142,F
1126,1380.HK,2020-07-13,2020-07-10,[12],"[7, 15]",['2020-07-29'],"['2020-07-21', '2020-07-31']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",32,30,2020-08-13,23,24,0.00028938609337673114,0.04699999839067458,F
1134,1389.HK,2020-07-07,2020-06-05,"[6, 24]","[21, 39]","['2020-07-15', '2020-08-10']","['2020-07-08', '2020-08-03']","[2.05, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",32,32,2020-08-13,27,47,0.00012592053494010582,0.03500000014901161,F
1135,1393.HK,2020-07-07,2020-06-16,"[13, 21]","[16, 25, 35]","['2020-07-24', '2020-08-05']","['2020-07-10', '2020-07-23', '2020-08-06']","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]","[1.4333333333333333, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",26,28,2020-08-13,27,40,0.00036640804090448496,0.1679999977350235,F
1136,1395.HK,2020-03-05,2019-10-09,"[20, 36, 47, 54, 60, 72, 77, 81, 97, 105]","[7, 14, 18, 22, 28, 48, 52, 63, 75, 86, 90, 111, 117, 124, 130, 137, 150, 154, 160, 173, 177, 182, 188, 204]","['2020-04-02', '2020-04-28', '2020-05-15', '2020-05-26', '2020-06-03', '2020-06-19', '2020-06-29', '2020-07-06', '2020-07-28', '2020-08-07']","['2019-10-18', '2019-10-29', '2019-11-04', '2019-11-08', '2019-11-18', '2019-12-16', '2019-12-20', '2020-01-09', '2020-01-29', '2020-02-13', '2020-02-19', '2020-03-19', '2020-03-27', '2020-04-07', '2020-04-17', '2020-04-28', '2020-05-19', '2020-05-25', '2020-06-02', '2020-06-19', '2020-06-26', '2020-07-06', '2020-07-14', '2020-08-05']","[1.6600000000000001, 0.0, 0.6, 0.3, 0.2, 0.1, 0.3, 0.0]","[1.2791666666666666, 0.125, 0.4166666666666667, 0.20833333333333334, 0.25, 0.08333333333333333, 0.08333333333333333, 0.0]",35,43,2020-08-13,109,210,0.00041152950086452997,0.1040000021457672,F
1137,1396.HK,2020-06-05,2020-06-02,"[24, 28]","[5, 29, 36, 42]","['2020-07-13', '2020-07-17']","['2020-06-09', '2020-07-15', '2020-07-24', '2020-08-03']","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]","[1.85, 1.0, 0.5, 0.25, 0.25, 0.0, 0.25, 0.25]",22,34,2020-08-13,47,50,0.0007417267198676843,0.4000000059604645,F
1138,1397.HK,2020-07-03,2020-07-07,[21],"[13, 21]",['2020-08-03'],"['2020-07-24', '2020-08-05']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]",20,39,2020-08-13,29,27,0.0005721686963219006,0.3100000023841858,F
1140,1399.HK,2020-03-27,2020-07-09,"[14, 24, 35, 51, 64, 68, 77, 85, 90]",[21],"['2020-04-20', '2020-05-06', '2020-05-21', '2020-06-12', '2020-07-03', '2020-07-09', '2020-07-22', '2020-08-03', '2020-08-10']",['2020-08-07'],"[1.4777777777777776, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",34,29,2020-08-13,93,25,0.0006447428232943937,0.2419999986886978,F
1141,1400.HK,2020-05-12,2020-07-08,"[6, 15, 30, 35, 45, 55, 59]",[15],"['2020-05-20', '2020-06-02', '2020-06-23', '2020-07-02', '2020-07-16', '2020-07-30', '2020-08-05']",['2020-07-29'],"[1.6857142857142857, 0.7142857142857143, 0.5714285714285714, 0.7142857142857143, 0.14285714285714285, 0.0, 0.0, 0.14285714285714285]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",32,30,2020-08-13,65,26,0.00046089978728298047,0.14499999582767487,F
1142,1401.HK,2019-12-23,2020-07-06,"[6, 14, 28, 49, 63, 74, 80, 105, 111, 120, 126, 133, 137, 141, 151]","[7, 11, 17, 21]","['2020-01-03', '2020-01-15', '2020-02-06', '2020-03-06', '2020-03-26', '2020-04-14', '2020-04-22', '2020-05-29', '2020-06-08', '2020-06-19', '2020-06-30', '2020-07-10', '2020-07-16', '2020-07-22', '2020-08-05']","['2020-07-15', '2020-07-21', '2020-07-29', '2020-08-04']","[1.7533333333333332, 0.06666666666666667, 0.4666666666666667, 0.2, 0.4666666666666667, 0.13333333333333333, 0.06666666666666667, 0.0]","[1.5, 1.0, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0]",19,20,2020-08-13,157,28,0.0023656658925077373,0.6299999952316284,F
1143,1402.HK,2020-06-11,2020-05-25,[36],"[5, 13, 21, 44]",['2020-08-04'],"['2020-06-01', '2020-06-11', '2020-06-23', '2020-07-28']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.375, 0.75, 0.25, 0.25, 0.25, 0.0, 0.0, 0.5]",21,23,2020-08-13,43,56,0.00045515297018721963,0.36000001430511475,F
1144,1410.HK,2020-06-22,2020-07-27,[24],[7],['2020-07-28'],['2020-08-05'],"[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",29,28,2020-08-13,36,13,0.001077256405008197,0.5400000214576721,F
1145,1412.HK,2020-05-29,2020-07-29,"[35, 44]",[7],"['2020-07-21', '2020-08-03']",['2020-08-07'],"[1.45, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",7,10,2020-08-13,52,11,0.0009857721191030957,0.9200000166893004,F
1147,1416.HK,2020-05-26,2020-07-07,[24],[9],['2020-06-30'],['2020-07-20'],"[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10,11,2020-08-13,55,27,0.0008991667681230557,0.3499999940395355,F
1149,1418.HK,2019-05-20,2020-06-01,"[9, 27, 80, 112, 126, 187, 236, 291]","[5, 28]","['2019-05-31', '2019-06-27', '2019-09-11', '2019-10-29', '2019-11-18', '2020-02-18', '2020-04-29', '2020-07-21']","['2020-06-08', '2020-07-13']","[1.3375000000000001, 0.375, 0.5, 0.125, 0.25, 0.25, 0.0, 0.0]","[1.8, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5]",11,28,2020-08-13,308,51,0.0003801902765193037,0.1169999986886978,F
1151,1420.HK,2020-04-29,2020-07-30,"[25, 63]",[7],"['2020-06-05', '2020-07-31']",['2020-08-10'],"[2.05, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",30,33,2020-08-13,72,10,0.0002318744250127036,0.09000000357627869,F
1152,1421.HK,2020-06-09,2020-07-08,"[25, 30, 36]","[7, 13, 21]","['2020-07-16', '2020-07-23', '2020-07-31']","['2020-07-17', '2020-07-27', '2020-08-06']","[1.7999999999999998, 1.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0]","[2.0999999999999996, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",31,37,2020-08-13,45,26,0.00031031460738748835,0.12700000405311584,F
1153,1425.HK,2020-04-07,2020-05-28,"[12, 21, 50, 63, 69]","[9, 27]","['2020-04-27', '2020-05-12', '2020-06-22', '2020-07-13', '2020-07-21']","['2020-06-10', '2020-07-08']","[2.22, 0.6, 0.8, 0.2, 0.4, 0.0, 0.2, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16,12,2020-08-13,86,53,0.0007521599798588028,0.3700000047683716,F
1158,1431.HK,2020-05-14,2020-05-25,"[19, 30, 35]","[14, 36]","['2020-06-10', '2020-06-26', '2020-07-06']","['2020-06-12', '2020-07-16']","[1.7333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",20,24,2020-08-13,63,56,0.0011101162294413199,0.550000011920929,F
1160,1433.HK,2020-07-15,2020-06-17,"[5, 12, 18]","[14, 33]","['2020-07-22', '2020-07-31', '2020-08-10']","['2020-07-09', '2020-08-05']","[1.7333333333333334, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",11,6,2020-08-13,21,39,0.0003225270973009352,0.06300000101327896,F
1161,1439.HK,2020-04-07,2019-04-25,"[11, 25, 35, 42, 60, 64, 70, 75]","[18, 24, 33, 43, 49, 60, 73, 80, 84, 91, 106, 110, 121, 125, 133, 141, 154, 164, 176, 182, 189, 210, 224, 233, 243, 260, 266, 273, 286, 296, 300, 312, 316]","['2020-04-24', '2020-05-18', '2020-06-01', '2020-06-10', '2020-07-08', '2020-07-14', '2020-07-22', '2020-07-29']","['2019-05-23', '2019-05-31', '2019-06-14', '2019-06-28', '2019-07-09', '2019-07-24', '2019-08-12', '2019-08-21', '2019-08-27', '2019-09-05', '2019-09-26', '2019-10-03', '2019-10-21', '2019-10-25', '2019-11-06', '2019-11-18', '2019-12-05', '2019-12-19', '2020-01-09', '2020-01-17', '2020-01-30', '2020-02-28', '2020-03-19', '2020-04-01', '2020-04-17', '2020-05-14', '2020-05-22', '2020-06-02', '2020-06-19', '2020-07-07', '2020-07-13', '2020-07-29', '2020-08-04']","[1.9500000000000002, 0.75, 0.375, 0.625, 0.375, 0.125, 0.125, 0.0]","[1.521212121212121, 0.24242424242424243, 0.36363636363636365, 0.21212121212121213, 0.3333333333333333, 0.18181818181818182, 0.15151515151515152, 0.030303030303030304]",35,43,2020-08-13,86,323,0.00023974728515684088,0.05000000074505806,F
